time_s,amplitude
2.540000000000000000e+02,2.866324677064384097e-01
2.550000000000000000e+02,-1.970116248121824620e+00
2.560000000000000000e+02,-1.929771598830827717e+00
2.570000000000000000e+02,-1.841993873854931074e+00
2.580000000000000000e+02,-1.765989014073643837e+00
2.590000000000000000e+02,-1.694148674448912484e+00
2.600000000000000000e+02,-1.611416751563188976e+00
2.610000000000000000e+02,-1.495923110191028860e+00
2.620000000000000000e+02,-1.397183636027588438e+00
2.630000000000000000e+02,-1.215505566443321861e+00
2.640000000000000000e+02,-8.946794464505790634e-01
2.650000000000000000e+02,2.003055222286728387e+00
2.660000000000000000e+02,1.949231706152460886e+00
2.670000000000000000e+02,1.852206130461429012e+00
2.680000000000000000e+02,1.799150424070456999e+00
2.690000000000000000e+02,1.710838005904985248e+00
2.700000000000000000e+02,1.642282380613980353e+00
2.710000000000000000e+02,1.554378484687144457e+00
2.720000000000000000e+02,1.447262127471928839e+00
2.730000000000000000e+02,1.298617450328403367e+00
2.740000000000000000e+02,1.047852592032393781e+00
2.750000000000000000e+02,-2.004615951454995049e+00
2.760000000000000000e+02,-1.924404377022694179e+00
2.770000000000000000e+02,-1.873183244045664164e+00
2.780000000000000000e+02,-1.794277642432445585e+00
2.790000000000000000e+02,-1.730533413654495201e+00
2.800000000000000000e+02,-1.672692462519476786e+00
2.810000000000000000e+02,-1.572886505138444413e+00
2.820000000000000000e+02,-1.458438989843760636e+00
2.830000000000000000e+02,-1.345838205402384968e+00
2.840000000000000000e+02,-1.139502045021636212e+00
2.850000000000000000e+02,3.404663518848280446e-01
2.860000000000000000e+02,1.969486007330796928e+00
2.870000000000000000e+02,1.912324503538313625e+00
2.880000000000000000e+02,1.820077275705920039e+00
2.890000000000000000e+02,1.771502895597885319e+00
2.900000000000000000e+02,1.696122095997942170e+00
2.910000000000000000e+02,1.609074850145831403e+00
2.920000000000000000e+02,1.483767712645607917e+00
2.930000000000000000e+02,1.366240201209896421e+00
2.940000000000000000e+02,1.229081469475522104e+00
2.950000000000000000e+02,8.275672061628556175e-01
2.960000000000000000e+02,-1.998928017821564485e+00
2.970000000000000000e+02,-1.938907008711718394e+00
2.980000000000000000e+02,-1.849454776503147935e+00
2.990000000000000000e+02,-1.807617693706169426e+00
3.000000000000000000e+02,-1.704591291246171814e+00
3.010000000000000000e+02,-1.643242568609799781e+00
3.020000000000000000e+02,-1.545873939164437383e+00
3.030000000000000000e+02,-1.418421902724025241e+00
3.040000000000000000e+02,-1.267854122301682818e+00
3.050000000000000000e+02,-1.011867127460659654e+00
3.060000000000000000e+02,2.009295279251201993e+00
3.070000000000000000e+02,1.937468965765427820e+00
3.080000000000000000e+02,1.872781845134227741e+00
3.090000000000000000e+02,1.813647192043180700e+00
3.100000000000000000e+02,1.743216852701208186e+00
3.110000000000000000e+02,1.645502741045049788e+00
3.120000000000000000e+02,1.556005985955226878e+00
3.130000000000000000e+02,1.450859840944076939e+00
3.140000000000000000e+02,1.325512093399824787e+00
3.150000000000000000e+02,1.116082987429295015e+00
3.160000000000000000e+02,-1.481991163640873133e+00
3.170000000000000000e+02,-1.962932007505652887e+00
3.180000000000000000e+02,-1.895808385156724674e+00
3.190000000000000000e+02,-1.828241345730037049e+00
3.200000000000000000e+02,-1.772210347561779198e+00
3.210000000000000000e+02,-1.679572212814639975e+00
3.220000000000000000e+02,-1.587582354850045840e+00
3.230000000000000000e+02,-1.498124098929124681e+00
3.240000000000000000e+02,-1.373285228714995920e+00
3.250000000000000000e+02,-1.186688701183772787e+00
3.260000000000000000e+02,-7.330403999198331633e-01
3.270000000000000000e+02,2.005775160247307731e+00
3.280000000000000000e+02,1.933290194845154186e+00
3.290000000000000000e+02,1.851263914268465260e+00
3.300000000000000000e+02,1.799111400083404311e+00
3.310000000000000000e+02,1.695866467353306595e+00
3.320000000000000000e+02,1.625563097123740697e+00
3.330000000000000000e+02,1.510094432543361398e+00
3.340000000000000000e+02,1.425785962904860815e+00
3.350000000000000000e+02,1.254759431560583227e+00
3.360000000000000000e+02,9.908909786113693219e-01
3.370000000000000000e+02,-2.000532226923742218e+00
3.380000000000000000e+02,-1.944397425438644245e+00
3.390000000000000000e+02,-1.880533804584172186e+00
3.400000000000000000e+02,-1.779819674701499821e+00
3.410000000000000000e+02,-1.736513714907305328e+00
3.420000000000000000e+02,-1.641956854958801726e+00
3.430000000000000000e+02,-1.548052616520196878e+00
3.440000000000000000e+02,-1.435850531835245247e+00
3.450000000000000000e+02,-1.301456967172396784e+00
3.460000000000000000e+02,-1.113193857960077082e+00
3.470000000000000000e+02,1.966434200314339797e+00
3.480000000000000000e+02,1.967101023238692514e+00
3.490000000000000000e+02,1.899074249708833539e+00
3.500000000000000000e+02,1.820605992593681721e+00
3.510000000000000000e+02,1.749291435952203377e+00
3.520000000000000000e+02,1.673299901338130224e+00
3.530000000000000000e+02,1.573557398384476835e+00
3.540000000000000000e+02,1.482461955515837149e+00
3.550000000000000000e+02,1.364520133837369587e+00
3.560000000000000000e+02,1.188853344097511533e+00
3.570000000000000000e+02,5.551975024769053579e-01
3.580000000000000000e+02,-1.987999751543128690e+00
3.590000000000000000e+02,-1.932125831048634890e+00
3.600000000000000000e+02,-1.845239808633544865e+00
3.610000000000000000e+02,-1.783988709496272973e+00
3.620000000000000000e+02,-1.695014029374452003e+00
3.630000000000000000e+02,-1.597220502141457166e+00
3.640000000000000000e+02,-1.513683271052628010e+00
3.650000000000000000e+02,-1.402027553927615910e+00
3.660000000000000000e+02,-1.253919679850798330e+00
3.670000000000000000e+02,-9.469647538776942985e-01
3.680000000000000000e+02,2.010973104540246137e+00
3.690000000000000000e+02,1.911504692069105227e+00
3.700000000000000000e+02,1.868111788329136047e+00
3.710000000000000000e+02,1.811616090597451656e+00
3.720000000000000000e+02,1.713676300183957002e+00
3.730000000000000000e+02,1.639981064798485599e+00
3.740000000000000000e+02,1.544555470918747453e+00
3.750000000000000000e+02,1.443976958619370921e+00
3.760000000000000000e+02,1.314684981278105846e+00
3.770000000000000000e+02,1.072612651514308180e+00
3.780000000000000000e+02,-2.022495820364258456e+00
3.790000000000000000e+02,-1.961679577640997207e+00
3.800000000000000000e+02,-1.870944178841161376e+00
3.810000000000000000e+02,-1.801927366974934275e+00
3.820000000000000000e+02,-1.743431404003631169e+00
3.830000000000000000e+02,-1.660820412773677868e+00
3.840000000000000000e+02,-1.583465897784799070e+00
3.850000000000000000e+02,-1.463680106603232556e+00
3.860000000000000000e+02,-1.349659394591588679e+00
3.870000000000000000e+02,-1.173106591600722837e+00
3.880000000000000000e+02,-2.397722337813907312e-01
3.890000000000000000e+02,1.971413674501679036e+00
3.900000000000000000e+02,1.913027219715818461e+00
3.910000000000000000e+02,1.843105011789504255e+00
3.920000000000000000e+02,1.774630156427156047e+00
3.930000000000000000e+02,1.693954054349247063e+00
3.940000000000000000e+02,1.624779402181800503e+00
3.950000000000000000e+02,1.514996388815226913e+00
3.960000000000000000e+02,1.386373524344735264e+00
3.970000000000000000e+02,1.236943125532384169e+00
3.980000000000000000e+02,8.761552741438863867e-01
3.990000000000000000e+02,-1.993246262736629415e+00
4.000000000000000000e+02,-1.940752784695477740e+00
4.010000000000000000e+02,-1.874754183651784922e+00
4.020000000000000000e+02,-1.792377936189517573e+00
4.030000000000000000e+02,-1.731547462362424517e+00
4.040000000000000000e+02,-1.632211321814338589e+00
4.050000000000000000e+02,-1.543079788249869022e+00
4.060000000000000000e+02,-1.428142920554779760e+00
4.070000000000000000e+02,-1.279982314823119083e+00
4.080000000000000000e+02,-1.038398465143725913e+00
4.090000000000000000e+02,2.015640878333223807e+00
4.100000000000000000e+02,1.941656933199649826e+00
4.110000000000000000e+02,1.891742474095780890e+00
4.120000000000000000e+02,1.830831680956678698e+00
4.130000000000000000e+02,1.744863222610377074e+00
4.140000000000000000e+02,1.641552966513356804e+00
4.150000000000000000e+02,1.557184323700513184e+00
4.160000000000000000e+02,1.468345243158449165e+00
4.170000000000000000e+02,1.332667834154317887e+00
4.180000000000000000e+02,1.167745354755902909e+00
4.190000000000000000e+02,-4.503176085752662594e-01
4.200000000000000000e+02,-1.971801438731359379e+00
4.210000000000000000e+02,-1.900132523480266400e+00
4.220000000000000000e+02,-1.861748030622292882e+00
4.230000000000000000e+02,-1.756292305868887293e+00
4.240000000000000000e+02,-1.688660820307618993e+00
4.250000000000000000e+02,-1.612851018164974004e+00
4.260000000000000000e+02,-1.503178378505853452e+00
4.270000000000000000e+02,-1.367469782569176173e+00
4.280000000000000000e+02,-1.212918989564814254e+00
4.290000000000000000e+02,-8.355001767009883062e-01
4.300000000000000000e+02,1.992981396869091704e+00
4.310000000000000000e+02,1.922593380819668463e+00
4.320000000000000000e+02,1.861324278309595348e+00
4.330000000000000000e+02,1.775319021059223346e+00
4.340000000000000000e+02,1.721207243286629884e+00
4.350000000000000000e+02,1.636529263113670307e+00
4.360000000000000000e+02,1.532771557382787808e+00
4.370000000000000000e+02,1.419108893718686426e+00
4.380000000000000000e+02,1.285116421525062114e+00
4.390000000000000000e+02,1.021107488204222591e+00
4.400000000000000000e+02,-2.009614381170268693e+00
4.410000000000000000e+02,-1.947111565179640680e+00
4.420000000000000000e+02,-1.875305536928804750e+00
4.430000000000000000e+02,-1.792021371549239461e+00
4.440000000000000000e+02,-1.740161713364395180e+00
4.450000000000000000e+02,-1.657895283564968514e+00
4.460000000000000000e+02,-1.553945145624763491e+00
4.470000000000000000e+02,-1.461110671610258649e+00
4.480000000000000000e+02,-1.333007976158756769e+00
4.490000000000000000e+02,-1.133932512691286698e+00
4.500000000000000000e+02,1.579178320222380361e+00
4.510000000000000000e+02,1.956145878110645109e+00
4.520000000000000000e+02,1.898262385090512261e+00
4.530000000000000000e+02,1.817524999119917606e+00
4.540000000000000000e+02,1.758464566470563595e+00
4.550000000000000000e+02,1.675659941234812988e+00
4.560000000000000000e+02,1.589745626516955612e+00
4.570000000000000000e+02,1.486328302726415140e+00
4.580000000000000000e+02,1.368814581406468278e+00
4.590000000000000000e+02,1.197393589573886308e+00
4.600000000000000000e+02,7.000245333501045053e-01
4.610000000000000000e+02,-1.990563271265496814e+00
4.620000000000000000e+02,-1.927328803606576768e+00
4.630000000000000000e+02,-1.845234667799608541e+00
4.640000000000000000e+02,-1.783524821234381053e+00
4.650000000000000000e+02,-1.692951274036213150e+00
4.660000000000000000e+02,-1.623854838001224987e+00
4.670000000000000000e+02,-1.528856185033842685e+00
4.680000000000000000e+02,-1.398456698025674738e+00
4.690000000000000000e+02,-1.261250731554009130e+00
4.700000000000000000e+02,-9.814365729225414947e-01
4.710000000000000000e+02,1.998866795445307210e+00
4.720000000000000000e+02,1.954342472152253762e+00
4.730000000000000000e+02,1.875322806976769119e+00
4.740000000000000000e+02,1.811327063831449591e+00
4.750000000000000000e+02,1.740375321378610174e+00
4.760000000000000000e+02,1.651188771139335154e+00
4.770000000000000000e+02,1.543825379338256365e+00
4.780000000000000000e+02,1.450557062557829235e+00
4.790000000000000000e+02,1.324666475402744847e+00
4.800000000000000000e+02,1.108971136435576543e+00
4.810000000000000000e+02,-1.974737423807263914e+00
4.820000000000000000e+02,-1.964772283287136823e+00
4.830000000000000000e+02,-1.886068921191090597e+00
4.840000000000000000e+02,-1.845139806339634925e+00
4.850000000000000000e+02,-1.742284277260682579e+00
4.860000000000000000e+02,-1.660236748375636173e+00
4.870000000000000000e+02,-1.592625590937966296e+00
4.880000000000000000e+02,-1.480783158060287930e+00
4.890000000000000000e+02,-1.375178607682677301e+00
4.900000000000000000e+02,-1.182114369454253078e+00
4.910000000000000000e+02,-5.363532728403525018e-01
4.920000000000000000e+02,1.965704387692972288e+00
4.930000000000000000e+02,1.918195984666645426e+00
4.940000000000000000e+02,1.864836949144048406e+00
4.950000000000000000e+02,1.786033897785405333e+00
4.960000000000000000e+02,1.694492629962916830e+00
4.970000000000000000e+02,1.627228886314964873e+00
4.980000000000000000e+02,1.524398149602637531e+00
4.990000000000000000e+02,1.419539562380532693e+00
5.000000000000000000e+02,1.242687083422360228e+00
5.010000000000000000e+02,9.429439258785945466e-01
5.020000000000000000e+02,-1.978336993056825754e+00
5.030000000000000000e+02,-1.954181513216019184e+00
5.040000000000000000e+02,-1.861755486956956140e+00
5.050000000000000000e+02,-1.809813045294924816e+00
5.060000000000000000e+02,-1.729331540746368079e+00
5.070000000000000000e+02,-1.639099190179033938e+00
5.080000000000000000e+02,-1.543038116228967693e+00
5.090000000000000000e+02,-1.419945122427911599e+00
5.100000000000000000e+02,-1.296929950470573134e+00
5.110000000000000000e+02,-1.074378352384853352e+00
5.120000000000000000e+02,2.006567347936911716e+00
5.130000000000000000e+02,1.944294195678203607e+00
5.140000000000000000e+02,1.878650588260755816e+00
5.150000000000000000e+02,1.829892702582269992e+00
5.160000000000000000e+02,1.738635404768743342e+00
5.170000000000000000e+02,1.682799173621921884e+00
5.180000000000000000e+02,1.583058763333483610e+00
5.190000000000000000e+02,1.486059737206073539e+00
5.200000000000000000e+02,1.344581736483134282e+00
5.210000000000000000e+02,1.178182467696186730e+00
5.220000000000000000e+02,1.987430324897304090e-01
5.230000000000000000e+02,-1.973836998395085196e+00
5.240000000000000000e+02,-1.924802456385558802e+00
5.250000000000000000e+02,-1.856548125263615567e+00
5.260000000000000000e+02,-1.776815856357969681e+00
5.270000000000000000e+02,-1.687692231775911322e+00
5.280000000000000000e+02,-1.601530719766139921e+00
5.290000000000000000e+02,-1.499012029831334303e+00
5.300000000000000000e+02,-1.386008907622998665e+00
5.310000000000000000e+02,-1.246401816692265685e+00
5.320000000000000000e+02,-8.815706439732409194e-01
5.330000000000000000e+02,1.988407388163453193e+00
5.340000000000000000e+02,1.935014796207651600e+00
5.350000000000000000e+02,1.872264267326440468e+00
5.360000000000000000e+02,1.786064078678746503e+00
5.370000000000000000e+02,1.702110466520194265e+00
5.380000000000000000e+02,1.637646423513686500e+00
5.390000000000000000e+02,1.552380149335599535e+00
5.400000000000000000e+02,1.441711692372958487e+00
5.410000000000000000e+02,1.282665479775678463e+00
5.420000000000000000e+02,1.043939359916156162e+00
5.430000000000000000e+02,-2.017219522599975612e+00
5.440000000000000000e+02,-1.937360797595622630e+00
5.450000000000000000e+02,-1.886379888877034672e+00
5.460000000000000000e+02,-1.808554478563745072e+00
5.470000000000000000e+02,-1.740737513148887583e+00
5.480000000000000000e+02,-1.650505994038181878e+00
5.490000000000000000e+02,-1.552277800435122090e+00
5.500000000000000000e+02,-1.465738932707461029e+00
5.510000000000000000e+02,-1.332005951730903304e+00
5.520000000000000000e+02,-1.143256175772278782e+00
5.530000000000000000e+02,5.353534958407384359e-01
5.540000000000000000e+02,1.962204932009721681e+00
5.550000000000000000e+02,1.892777528712953572e+00
5.560000000000000000e+02,1.812430301117098796e+00
5.570000000000000000e+02,1.764677302523014246e+00
5.580000000000000000e+02,1.684147046249220070e+00
5.590000000000000000e+02,1.606020864340443888e+00
5.600000000000000000e+02,1.495288789977926358e+00
5.610000000000000000e+02,1.360602749952303681e+00
5.620000000000000000e+02,1.221042913980200595e+00
5.630000000000000000e+02,8.238855219903217231e-01
5.640000000000000000e+02,-1.992201586196945984e+00
5.650000000000000000e+02,-1.917273843063051819e+00
5.660000000000000000e+02,-1.847621413082532582e+00
5.670000000000000000e+02,-1.798380813269681466e+00
5.680000000000000000e+02,-1.720192203301311507e+00
5.690000000000000000e+02,-1.620743921835759771e+00
