time_s,amplitude
2.040000000000000000e+02,1.927448162200789294e+00
2.050000000000000000e+02,1.866315946490670230e+00
2.060000000000000000e+02,1.810960787695232721e+00
2.070000000000000000e+02,1.735610826968655207e+00
2.080000000000000000e+02,1.653170571716186643e+00
2.090000000000000000e+02,1.594226652973524061e+00
2.100000000000000000e+02,1.454053472288112880e+00
2.110000000000000000e+02,1.325146136148545928e+00
2.120000000000000000e+02,1.113993045763499445e+00
2.130000000000000000e+02,-1.946317055518133721e+00
2.140000000000000000e+02,-1.963758518016559096e+00
2.150000000000000000e+02,-1.888656780889178100e+00
2.160000000000000000e+02,-1.835525449020223077e+00
2.170000000000000000e+02,-1.756647663257080438e+00
2.180000000000000000e+02,-1.679092472151751725e+00
2.190000000000000000e+02,-1.584525563314384655e+00
2.200000000000000000e+02,-1.460267606111053995e+00
2.210000000000000000e+02,-1.378083220084436844e+00
2.220000000000000000e+02,-1.177953294348640378e+00
2.230000000000000000e+02,-5.844619161743378477e-01
2.240000000000000000e+02,1.974945967752009368e+00
2.250000000000000000e+02,1.927302242111118780e+00
2.260000000000000000e+02,1.849951871400462355e+00
2.270000000000000000e+02,1.766698832177431067e+00
2.280000000000000000e+02,1.692480332819780831e+00
2.290000000000000000e+02,1.620584237022524743e+00
2.300000000000000000e+02,1.509192543209155968e+00
2.310000000000000000e+02,1.402983215895287739e+00
2.320000000000000000e+02,1.248408430601287700e+00
2.330000000000000000e+02,9.354325006256799524e-01
2.340000000000000000e+02,-1.976982777626227206e+00
2.350000000000000000e+02,-1.929877464417529609e+00
2.360000000000000000e+02,-1.890627753399010347e+00
2.370000000000000000e+02,-1.798243676464658547e+00
2.380000000000000000e+02,-1.730900615521486774e+00
2.390000000000000000e+02,-1.632649243444233900e+00
2.400000000000000000e+02,-1.555831462929768039e+00
2.410000000000000000e+02,-1.440159123898222537e+00
2.420000000000000000e+02,-1.296226119471075133e+00
2.430000000000000000e+02,-1.070604953484607602e+00
2.440000000000000000e+02,1.999851744185973113e+00
2.450000000000000000e+02,1.952337228363226540e+00
2.460000000000000000e+02,1.886279945827315174e+00
2.470000000000000000e+02,1.815690106831346462e+00
2.480000000000000000e+02,1.765908672299293158e+00
2.490000000000000000e+02,1.671666315229703548e+00
2.500000000000000000e+02,1.565276291208762549e+00
2.510000000000000000e+02,1.483831538505229197e+00
2.520000000000000000e+02,1.369420836360508487e+00
2.530000000000000000e+02,1.176694760784404492e+00
2.540000000000000000e+02,2.645757416350169589e-01
2.550000000000000000e+02,-1.979664349965341019e+00
